offence_group,year,rate
"fraud and computer misuse [note 8, 9]",2023-09-01,86.21700320178714
fraud,1981-12-01,NA
fraud,1983-12-01,NA
fraud,1987-12-01,NA
fraud,1991-12-01,NA
fraud,1993-12-01,NA
fraud,1995-12-01,NA
fraud,1997-12-01,NA
fraud,1999-12-01,NA
fraud,2002-03-01,NA
fraud,2003-03-01,NA
fraud,2004-03-01,NA
fraud,2005-03-01,NA
fraud,2006-03-01,NA
fraud,2007-03-01,NA
fraud,2008-03-01,NA
fraud,2009-03-01,NA
fraud,2010-03-01,NA
fraud,2011-03-01,NA
fraud,2012-03-01,NA
fraud,2013-03-01,NA
fraud,2014-03-01,NA
fraud,2015-03-01,NA
fraud,2016-03-01,NA
fraud,2017-03-01,73.45397162571403
fraud,2018-03-01,69.94999193743813
fraud,2019-03-01,81.34541387322768
fraud,2020-03-01,78.02906450378016
fraud,2022-09-01,77.7351027687733
fraud,2023-09-01,67.50346718113659
bank/credit-card fraud,1981-12-01,NA
bank/credit-card fraud,1983-12-01,NA
bank/credit-card fraud,1987-12-01,NA
bank/credit-card fraud,1991-12-01,NA
bank/credit-card fraud,1993-12-01,NA
bank/credit-card fraud,1995-12-01,NA
bank/credit-card fraud,1997-12-01,NA
bank/credit-card fraud,1999-12-01,NA
bank/credit-card fraud,2002-03-01,NA
bank/credit-card fraud,2003-03-01,NA
bank/credit-card fraud,2004-03-01,NA
bank/credit-card fraud,2005-03-01,NA
bank/credit-card fraud,2006-03-01,NA
bank/credit-card fraud,2007-03-01,NA
bank/credit-card fraud,2008-03-01,NA
bank/credit-card fraud,2009-03-01,NA
bank/credit-card fraud,2010-03-01,NA
bank/credit-card fraud,2011-03-01,NA
bank/credit-card fraud,2012-03-01,NA
bank/credit-card fraud,2013-03-01,NA
bank/credit-card fraud,2014-03-01,NA
bank/credit-card fraud,2015-03-01,NA
bank/credit-card fraud,2016-03-01,NA
bank/credit-card fraud,2017-03-01,53.76543292463478
bank/credit-card fraud,2018-03-01,48.16328153986088
bank/credit-card fraud,2019-03-01,55.07998161591092
bank/credit-card fraud,2020-03-01,52.512157743366245
bank/credit-card fraud,2022-09-01,44.36240530213975
bank/credit-card fraud,2023-09-01,39.841965432065855
consumer/retail fraud,1981-12-01,NA
consumer/retail fraud,1983-12-01,NA
consumer/retail fraud,1987-12-01,NA
consumer/retail fraud,1991-12-01,NA
consumer/retail fraud,1993-12-01,NA
consumer/retail fraud,1995-12-01,NA
consumer/retail fraud,1997-12-01,NA
consumer/retail fraud,1999-12-01,NA
consumer/retail fraud,2002-03-01,NA
consumer/retail fraud,2003-03-01,NA
consumer/retail fraud,2004-03-01,NA
consumer/retail fraud,2005-03-01,NA
consumer/retail fraud,2006-03-01,NA
consumer/retail fraud,2007-03-01,NA
consumer/retail fraud,2008-03-01,NA
consumer/retail fraud,2009-03-01,NA
consumer/retail fraud,2010-03-01,NA
consumer/retail fraud,2011-03-01,NA
consumer/retail fraud,2012-03-01,NA
consumer/retail fraud,2013-03-01,NA
consumer/retail fraud,2014-03-01,NA
consumer/retail fraud,2015-03-01,NA
consumer/retail fraud,2016-03-01,NA
consumer/retail fraud,2017-03-01,15.91771054506148
consumer/retail fraud,2018-03-01,18.76768739138
consumer/retail fraud,2019-03-01,21.75497802611963
consumer/retail fraud,2020-03-01,19.41143668373292
consumer/retail fraud,2022-09-01,17.382172305249128
consumer/retail fraud,2023-09-01,17.32276921153075
advanced-fee fraud,1981-12-01,NA
advanced-fee fraud,1983-12-01,NA
advanced-fee fraud,1987-12-01,NA
advanced-fee fraud,1991-12-01,NA
advanced-fee fraud,1993-12-01,NA
advanced-fee fraud,1995-12-01,NA
advanced-fee fraud,1997-12-01,NA
advanced-fee fraud,1999-12-01,NA
advanced-fee fraud,2002-03-01,NA
advanced-fee fraud,2003-03-01,NA
advanced-fee fraud,2004-03-01,NA
advanced-fee fraud,2005-03-01,NA
advanced-fee fraud,2006-03-01,NA
advanced-fee fraud,2007-03-01,NA
advanced-fee fraud,2008-03-01,NA
advanced-fee fraud,2009-03-01,NA
advanced-fee fraud,2010-03-01,NA
advanced-fee fraud,2011-03-01,NA
advanced-fee fraud,2012-03-01,NA
advanced-fee fraud,2013-03-01,NA
advanced-fee fraud,2014-03-01,NA
advanced-fee fraud,2015-03-01,NA
advanced-fee fraud,2016-03-01,NA
advanced-fee fraud,2017-03-01,1.662495193036558
advanced-fee fraud,2018-03-01,1.4931820432917895
advanced-fee fraud,2019-03-01,1.222208612837412
advanced-fee fraud,2020-03-01,1.2780895623926587
advanced-fee fraud,2022-09-01,11.446730669834604
advanced-fee fraud,2023-09-01,7.637526377822526
other fraud,1981-12-01,NA
other fraud,1983-12-01,NA
other fraud,1987-12-01,NA
other fraud,1991-12-01,NA
other fraud,1993-12-01,NA
other fraud,1995-12-01,NA
other fraud,1997-12-01,NA
other fraud,1999-12-01,NA
other fraud,2002-03-01,NA
other fraud,2003-03-01,NA
other fraud,2004-03-01,NA
other fraud,2005-03-01,NA
other fraud,2006-03-01,NA
other fraud,2007-03-01,NA
other fraud,2008-03-01,NA
other fraud,2009-03-01,NA
other fraud,2010-03-01,NA
other fraud,2011-03-01,NA
other fraud,2012-03-01,NA
other fraud,2013-03-01,NA
other fraud,2014-03-01,NA
other fraud,2015-03-01,NA
other fraud,2016-03-01,NA
other fraud,2017-03-01,2.108332962981289
other fraud,2018-03-01,1.525840962905605
other fraud,2019-03-01,3.288245618359767
other fraud,2020-03-01,4.827380514288153
other fraud,2022-09-01,4.5437944915498845
other fraud,2023-09-01,2.701206159717348
computer misuse,1981-12-01,NA
computer misuse,1983-12-01,NA
computer misuse,1987-12-01,NA
computer misuse,1991-12-01,NA
computer misuse,1993-12-01,NA
computer misuse,1995-12-01,NA
computer misuse,1997-12-01,NA
computer misuse,1999-12-01,NA
computer misuse,2002-03-01,NA
computer misuse,2003-03-01,NA
computer misuse,2004-03-01,NA
computer misuse,2005-03-01,NA
computer misuse,2006-03-01,NA
computer misuse,2007-03-01,NA
computer misuse,2008-03-01,NA
computer misuse,2009-03-01,NA
computer misuse,2010-03-01,NA
computer misuse,2011-03-01,NA
computer misuse,2012-03-01,NA
computer misuse,2013-03-01,NA
computer misuse,2014-03-01,NA
computer misuse,2015-03-01,NA
computer misuse,2016-03-01,NA
computer misuse,2017-03-01,38.16508104365967
computer misuse,2018-03-01,26.37890162286201
computer misuse,2019-03-01,20.63765576411036
computer misuse,2020-03-01,18.593265045534928
computer misuse,2022-09-01,14.455798250108392
computer misuse,2023-09-01,18.71353602065057
computer virus,1981-12-01,NA
computer virus,1983-12-01,NA
computer virus,1987-12-01,NA
computer virus,1991-12-01,NA
computer virus,1993-12-01,NA
computer virus,1995-12-01,NA
computer virus,1997-12-01,NA
computer virus,1999-12-01,NA
computer virus,2002-03-01,NA
computer virus,2003-03-01,NA
computer virus,2004-03-01,NA
computer virus,2005-03-01,NA
computer virus,2006-03-01,NA
computer virus,2007-03-01,NA
computer virus,2008-03-01,NA
computer virus,2009-03-01,NA
computer virus,2010-03-01,NA
computer virus,2011-03-01,NA
computer virus,2012-03-01,NA
computer virus,2013-03-01,NA
computer virus,2014-03-01,NA
computer virus,2015-03-01,NA
computer virus,2016-03-01,NA
computer virus,2017-03-01,25.77497111026327
computer virus,2018-03-01,15.295432726449445
computer virus,2019-03-01,9.484640679789818
computer virus,2020-03-01,7.637480803136682
computer virus,2022-09-01,2.3637674064288543
computer virus,2023-09-01,2.381534867777058
identity theft/hacking,1981-12-01,NA
identity theft/hacking,1983-12-01,NA
identity theft/hacking,1987-12-01,NA
identity theft/hacking,1991-12-01,NA
identity theft/hacking,1993-12-01,NA
identity theft/hacking,1995-12-01,NA
identity theft/hacking,1997-12-01,NA
identity theft/hacking,1999-12-01,NA
identity theft/hacking,2002-03-01,NA
identity theft/hacking,2003-03-01,NA
identity theft/hacking,2004-03-01,NA
identity theft/hacking,2005-03-01,NA
identity theft/hacking,2006-03-01,NA
identity theft/hacking,2007-03-01,NA
identity theft/hacking,2008-03-01,NA
identity theft/hacking,2009-03-01,NA
identity theft/hacking,2010-03-01,NA
identity theft/hacking,2011-03-01,NA
identity theft/hacking,2012-03-01,NA
identity theft/hacking,2013-03-01,NA
identity theft/hacking,2014-03-01,NA
identity theft/hacking,2015-03-01,NA
identity theft/hacking,2016-03-01,NA
identity theft/hacking,2017-03-01,12.390109933396348
identity theft/hacking,2018-03-01,11.083468896412562
identity theft/hacking,2019-03-01,11.15301508432055
identity theft/hacking,2020-03-01,10.95578424239827
identity theft/hacking,2022-09-01,12.092030843679538
identity theft/hacking,2023-09-01,16.33200115287351
