code,name,year,score
E23000027,Hertfordshire,2008,8.67834404732247
E23000027,Hertfordshire,2009,8.035234480861696
E23000027,Hertfordshire,2010,7.383618981653484
E23000027,Hertfordshire,2011,6.881920174932901
E23000027,Hertfordshire,2012,6.16906902239637
E23000027,Hertfordshire,2013,5.6960865803659395
E23000027,Hertfordshire,2014,5.770623310242557
E23000027,Hertfordshire,2015,6.8419586055453525
E23000027,Hertfordshire,2016,7.737354285005615
E23000027,Hertfordshire,2017,8.607342410153846
E23000027,Hertfordshire,2018,10.811207825020137
E23000027,Hertfordshire,2019,11.229151515606262
E23000027,Hertfordshire,2020,10.715163581800715
E23000027,Hertfordshire,2021,8.772661730507728
E23000027,Hertfordshire,2022,9.785940142226202
E23000027,Hertfordshire,2023,9.978339393489964
E23000024,Norfolk,2003,10.501373896316334
E23000024,Norfolk,2004,10.084167509682432
E23000024,Norfolk,2005,8.553858035043273
E23000024,Norfolk,2006,9.15500420509279
E23000024,Norfolk,2007,7.524460481920392
E23000024,Norfolk,2008,6.9569989501468115
E23000024,Norfolk,2009,6.017334479891825
E23000024,Norfolk,2010,5.7664027369797575
E23000024,Norfolk,2011,5.811720989026576
E23000024,Norfolk,2012,5.802657605966758
E23000024,Norfolk,2013,5.074553150064415
E23000024,Norfolk,2014,5.4703968263262235
E23000024,Norfolk,2015,6.6189656703235995
E23000024,Norfolk,2016,8.100790434539512
E23000024,Norfolk,2017,9.129113785080886
E23000024,Norfolk,2018,11.302786868393305
E23000024,Norfolk,2019,11.765731720810738
E23000024,Norfolk,2020,12.742527280566136
E23000024,Norfolk,2021,11.734429809729534
E23000024,Norfolk,2022,13.212628833163928
E23000024,Norfolk,2023,12.911503677090026
E23000025,Suffolk,2003,8.418439759864654
E23000025,Suffolk,2004,9.133888154582923
E23000025,Suffolk,2005,8.521918850040993
E23000025,Suffolk,2006,8.818779758668974
E23000025,Suffolk,2007,8.02819147393003
E23000025,Suffolk,2008,7.4760155331067395
E23000025,Suffolk,2009,6.908967788981228
E23000025,Suffolk,2010,7.824568812024603
E23000025,Suffolk,2011,7.6308482149015875
E23000025,Suffolk,2012,7.670980627707505
E23000025,Suffolk,2013,7.056518816430428
E23000025,Suffolk,2014,6.3640096002618405
E23000025,Suffolk,2015,7.455513536871596
E23000025,Suffolk,2016,9.244748677242336
E23000025,Suffolk,2017,9.491061648605006
E23000025,Suffolk,2018,12.29867975547105
E23000025,Suffolk,2019,12.893124208512084
E23000025,Suffolk,2020,13.365055991242828
E23000025,Suffolk,2021,11.493269824423082
E23000025,Suffolk,2022,12.738439587633591
E23000025,Suffolk,2023,13.134946962533961
E23000034,City of London,2003,NA
E23000034,City of London,2004,NA
E23000034,City of London,2005,NA
E23000034,City of London,2006,NA
E23000034,City of London,2007,NA
E23000034,City of London,2008,NA
E23000034,City of London,2009,NA
E23000034,City of London,2010,NA
E23000034,City of London,2011,NA
E23000034,City of London,2012,NA
E23000034,City of London,2013,NA
E23000034,City of London,2014,NA
E23000034,City of London,2015,NA
E23000034,City of London,2016,NA
E23000034,City of London,2017,NA
E23000034,City of London,2018,NA
E23000034,City of London,2019,NA
E23000034,City of London,2020,NA
E23000034,City of London,2021,NA
E23000034,City of London,2022,NA
E23000034,City of London,2023,NA
E23000001,Metropolitan Police,2003,22.334075775158322
E23000001,Metropolitan Police,2004,21.397396531472467
E23000001,Metropolitan Police,2005,20.94706126410025
E23000001,Metropolitan Police,2006,21.782082719641124
E23000001,Metropolitan Police,2007,20.304801156037666
E23000001,Metropolitan Police,2008,18.08764905511478
E23000001,Metropolitan Police,2009,17.686869466309517
E23000001,Metropolitan Police,2010,17.754245963515167
E23000001,Metropolitan Police,2011,17.437947096678467
E23000001,Metropolitan Police,2012,17.455110306852376
E23000001,Metropolitan Police,2013,16.299462133164383
E23000001,Metropolitan Police,2014,15.304848294407165
E23000001,Metropolitan Police,2015,14.7125461014666
E23000001,Metropolitan Police,2016,14.956913042426184
E23000001,Metropolitan Police,2017,15.80654592349474
E23000001,Metropolitan Police,2018,18.416053065834564
E23000001,Metropolitan Police,2019,19.191120175262252
E23000001,Metropolitan Police,2020,19.538462477666396
E23000001,Metropolitan Police,2021,15.474487078669911
E23000001,Metropolitan Police,2022,17.39672980052349
E23000001,Metropolitan Police,2023,18.9994447891046
E23000030,Hampshire,2003,9.24241186976008
E23000030,Hampshire,2004,10.175477047341555
E23000030,Hampshire,2005,9.795900939787124
